index,Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
0,ECTA.S19A1,2001.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries,,,
1,ECTA.S19A1,2002.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries,,,
2,ECTA.S19A1,2003.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries,,,
3,ECTA.S19A1,2004.03,28005.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries,,,
4,ECTA.S19A1,2005.03,30629.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries,,,
5,ECTA.S19A1,2006.03,33317.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries,,,
6,ECTA.S19A1,2007.03,36422.0,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries,,,
7,ECTA.S19A1,2008.03,39198.0,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries,,,
8,ECTA.S19A1,2009.03,40629.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries,,,
9,ECTA.S19A1,2010.03,41815.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries,,,
10,ECTA.S19A1,2011.03,43848.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries,,,
11,ECTA.S19A1,2012.03,47004.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries,,,
12,ECTA.S19A1,2013.03,49188.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries,,,
13,ECTA.S19A1,2014.03,52108.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries,,,
14,ECTA.S19A1,2015.03,54410.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries,,,
15,ECTA.S19A1,2016.03,57389.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries,,,
16,ECTA.S19A1,2017.03,60354.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries,,,
17,ECTA.S19A1,2018.03,62620.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS total industries,,,
18,ECTA.S19A2,2001.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries,,,
19,ECTA.S19A2,2002.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries,,,
20,ECTA.S19A2,2003.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries,,,
21,ECTA.S19A2,2004.03,24641.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries,,,
22,ECTA.S19A2,2005.03,26469.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries,,,
23,ECTA.S19A2,2006.03,28502.0,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries,,,
24,ECTA.S19A2,2007.03,31000.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries,,,
25,ECTA.S19A2,2008.03,33293.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries,,,
26,ECTA.S19A2,2009.03,34258.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries,,,
27,ECTA.S19A2,2010.03,35712.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries,,,
28,ECTA.S19A2,2011.03,37132.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries,,,
29,ECTA.S19A2,2012.03,39561.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries,,,
30,ECTA.S19A2,2013.03,40945.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries,,,
31,ECTA.S19A2,2014.03,42895.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries,,,
32,ECTA.S19A2,2015.03,45331.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries,,,
33,ECTA.S19A2,2016.03,48446.0,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries,,,
34,ECTA.S19A2,2017.03,51259.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries,,,
35,ECTA.S19A2,2018.03,53481.0,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,RTS core industries,,,
36,ECTA.S19A9,2001.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total,,,
37,ECTA.S19A9,2002.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total,,,
38,ECTA.S19A9,2003.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total,,,
39,ECTA.S19A9,2004.03,36878.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total,,,
40,ECTA.S19A9,2005.03,40756.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total,,,
41,ECTA.S19A9,2006.03,44303.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total,,,
42,ECTA.S19A9,2007.03,48616.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total,,,
43,ECTA.S19A9,2008.03,52669.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total,,,
44,ECTA.S19A9,2009.03,54475.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total,,,
45,ECTA.S19A9,2010.03,55977.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total,,,
46,ECTA.S19A9,2011.03,58624.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total,,,
47,ECTA.S19A9,2012.03,62614.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total,,,
48,ECTA.S19A9,2013.03,65296.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total,,,
49,ECTA.S19A9,2014.03,69247.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total,,,
50,ECTA.S19A9,2015.03,72320.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total,,,
51,ECTA.S19A9,2016.03,76488.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total,,,
52,ECTA.S19A9,2017.03,80468.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total,,,
53,ECTA.S19A9,2018.03,83633.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Total,,,
54,ECTA.S19AW,2001.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit,,,
55,ECTA.S19AW,2002.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit,,,
56,ECTA.S19AW,2003.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit,,,
57,ECTA.S19AW,2004.03,16307.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit,,,
58,ECTA.S19AW,2005.03,18481.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit,,,
59,ECTA.S19AW,2006.03,20210.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit,,,
60,ECTA.S19AW,2007.03,22272.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit,,,
61,ECTA.S19AW,2008.03,23982.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit,,,
62,ECTA.S19AW,2009.03,24381.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit,,,
63,ECTA.S19AW,2010.03,24135.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit,,,
64,ECTA.S19AW,2011.03,24851.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit,,,
65,ECTA.S19AW,2012.03,26411.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit,,,
66,ECTA.S19AW,2013.03,27504.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit,,,
67,ECTA.S19AW,2014.03,29840.0,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit,,,
68,ECTA.S19AW,2015.03,31607.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit,,,
69,ECTA.S19AW,2016.03,34681.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit,,,
70,ECTA.S19AW,2017.03,38326.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit,,,
71,ECTA.S19AW,2018.03,42020.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Credit,,,
72,ECTA.S19AX,2001.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit,,,
73,ECTA.S19AX,2002.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit,,,
74,ECTA.S19AX,2003.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit,,,
75,ECTA.S19AX,2004.03,20571.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit,,,
76,ECTA.S19AX,2005.03,22274.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit,,,
77,ECTA.S19AX,2006.03,24093.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit,,,
78,ECTA.S19AX,2007.03,26344.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit,,,
79,ECTA.S19AX,2008.03,28686.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit,,,
80,ECTA.S19AX,2009.03,30094.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit,,,
81,ECTA.S19AX,2010.03,31841.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit,,,
82,ECTA.S19AX,2011.03,33773.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit,,,
83,ECTA.S19AX,2012.03,36203.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit,,,
84,ECTA.S19AX,2013.03,37792.0,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit,,,
85,ECTA.S19AX,2014.03,39407.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit,,,
86,ECTA.S19AX,2015.03,40712.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit,,,
87,ECTA.S19AX,2016.03,41807.0,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit,,,
88,ECTA.S19AX,2017.03,42142.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit,,,
89,ECTA.S19AX,2018.03,41613.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Actual,Debit,,,
90,ECTA.S1GA1,2001.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables,,,
91,ECTA.S1GA1,2002.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables,,,
92,ECTA.S1GA1,2003.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables,,,
93,ECTA.S1GA1,2004.03,9753.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables,,,
94,ECTA.S1GA1,2005.03,10471.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables,,,
95,ECTA.S1GA1,2006.03,11360.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables,,,
96,ECTA.S1GA1,2007.03,12358.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables,,,
97,ECTA.S1GA1,2008.03,13299.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables,,,
98,ECTA.S1GA1,2009.03,14203.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables,,,
99,ECTA.S1GA1,2010.03,15223.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables,,,
100,ECTA.S1GA1,2011.03,16075.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables,,,
101,ECTA.S1GA1,2012.03,17325.0,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables,,,
102,ECTA.S1GA1,2013.03,17972.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables,,,
103,ECTA.S1GA1,2014.03,18492.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables,,,
104,ECTA.S1GA1,2015.03,19560.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables,,,
105,ECTA.S1GA1,2016.03,20709.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables,,,
106,ECTA.S1GA1,2017.03,21691.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables,,,
107,ECTA.S1GA1,2018.03,23015.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Consumables,,,
108,ECTA.S1GA2,2001.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables,,,
109,ECTA.S1GA2,2002.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables,,,
110,ECTA.S1GA2,2003.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables,,,
111,ECTA.S1GA2,2004.03,8794.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables,,,
112,ECTA.S1GA2,2005.03,9357.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables,,,
113,ECTA.S1GA2,2006.03,9983.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables,,,
114,ECTA.S1GA2,2007.03,10713.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables,,,
115,ECTA.S1GA2,2008.03,11331.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables,,,
116,ECTA.S1GA2,2009.03,11199.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables,,,
117,ECTA.S1GA2,2010.03,11290.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables,,,
118,ECTA.S1GA2,2011.03,11361.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables,,,
119,ECTA.S1GA2,2012.03,11752.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables,,,
120,ECTA.S1GA2,2013.03,12149.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables,,,
121,ECTA.S1GA2,2014.03,12814.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables,,,
122,ECTA.S1GA2,2015.03,13329.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables,,,
123,ECTA.S1GA2,2016.03,14129.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables,,,
124,ECTA.S1GA2,2017.03,14636.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables,,,
125,ECTA.S1GA2,2018.03,14808.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Durables,,,
126,ECTA.S1GA3,2001.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality,,,
127,ECTA.S1GA3,2002.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality,,,
128,ECTA.S1GA3,2003.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality,,,
129,ECTA.S1GA3,2004.03,3798.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality,,,
130,ECTA.S1GA3,2005.03,4219.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality,,,
131,ECTA.S1GA3,2006.03,4572.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality,,,
132,ECTA.S1GA3,2007.03,5157.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality,,,
133,ECTA.S1GA3,2008.03,5714.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality,,,
134,ECTA.S1GA3,2009.03,5898.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality,,,
135,ECTA.S1GA3,2010.03,6145.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality,,,
136,ECTA.S1GA3,2011.03,6470.0,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality,,,
137,ECTA.S1GA3,2012.03,7070.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality,,,
138,ECTA.S1GA3,2013.03,7438.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality,,,
139,ECTA.S1GA3,2014.03,8135.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality,,,
140,ECTA.S1GA3,2015.03,8964.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality,,,
141,ECTA.S1GA3,2016.03,9952.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality,,,
142,ECTA.S1GA3,2017.03,11161.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality,,,
143,ECTA.S1GA3,2018.03,11920.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Hospitality,,,
144,ECTA.S1GA4,2001.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Services,,,
145,ECTA.S1GA4,2002.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Services,,,
146,ECTA.S1GA4,2003.03,,,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Services,,,
147,ECTA.S1GA4,2004.03,981.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Services,,,
148,ECTA.S1GA4,2005.03,1129.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Services,,,
149,ECTA.S1GA4,2006.03,1269.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Services,,,
150,ECTA.S1GA4,2007.03,1412.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Services,,,
151,ECTA.S1GA4,2008.03,1563.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Services,,,
152,ECTA.S1GA4,2009.03,1671.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Services,,,
153,ECTA.S1GA4,2010.03,1762.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Services,,,
154,ECTA.S1GA4,2011.03,1846.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Services,,,
155,ECTA.S1GA4,2012.03,1975.0,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Services,,,
156,ECTA.S1GA4,2013.03,2096.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Services,,,
157,ECTA.S1GA4,2014.03,2358.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Values - Electronic card transactions A/S/T by industry group,Actual,Services,,,
